date,feature_index,CO
2025-10-06T00:00:00.000Z,0,0.039711255580186844
2025-10-04T00:00:00.000Z,0,0.032584985718131065
2025-10-03T00:00:00.000Z,0,0.031119626946747303
2025-10-05T00:00:00.000Z,0,0.032564020715653896
2025-09-29T00:00:00.000Z,0,0.03492758795619011
2025-12-04T00:00:00.000Z,0,
2025-12-05T00:00:00.000Z,0,
2025-12-02T00:00:00.000Z,0,0.026610326021909714
2025-12-06T00:00:00.000Z,0,
2025-12-09T00:00:00.000Z,0,
2025-12-08T00:00:00.000Z,0,
2025-12-03T00:00:00.000Z,0,0.02737157791852951
2025-12-07T00:00:00.000Z,0,0.03277195617556572
2026-08-28T00:00:00.000Z,0,0.036465417593717575
2026-08-25T00:00:00.000Z,0,0.037160152569413185
2026-08-27T00:00:00.000Z,0,0.031992075964808464
2026-08-24T00:00:00.000Z,0,0.03334907069802284
2026-08-29T00:00:00.000Z,0,
2026-08-26T00:00:00.000Z,0,0.03502348251640797
2026-08-30T00:00:00.000Z,0,0.032345252111554146
2026-08-23T00:00:00.000Z,0,0.03769836202263832
2026-08-16T00:00:00.000Z,0,0.03386686369776726
2026-08-21T00:00:00.000Z,0,0.02776274550706148
2026-08-18T00:00:00.000Z,0,
2026-08-15T00:00:00.000Z,0,0.04033132456243038
2026-08-19T00:00:00.000Z,0,0.02899785991758108
2026-08-22T00:00:00.000Z,0,0.03782125189900398
2026-08-17T00:00:00.000Z,0,0.03563931584358215
2026-08-20T00:00:00.000Z,0,0.02822271455079317
2026-07-31T00:00:00.000Z,0,0.03273892216384411
2026-08-01T00:00:00.000Z,0,0.036655180156230927
2026-08-06T00:00:00.000Z,0,0.033982353284955025
2026-07-30T00:00:00.000Z,0,0.040395304560661316
2026-08-04T00:00:00.000Z,0,0.03511956334114075
2026-08-05T00:00:00.000Z,0,0.02776319719851017
2026-08-02T00:00:00.000Z,0,
2026-08-03T00:00:00.000Z,0,0.030944504775106907
2025-09-25T00:00:00.000Z,0,0.03297481685876846
2025-09-27T00:00:00.000Z,0,0.03469303622841835
2025-09-23T00:00:00.000Z,0,0.03359770029783249
2025-09-24T00:00:00.000Z,0,0.038394175469875336
2025-09-21T00:00:00.000Z,0,0.03148926515132189
2025-09-22T00:00:00.000Z,0,0.030655475333333015
2025-09-28T00:00:00.000Z,0,0.028663383796811104
2025-09-26T00:00:00.000Z,0,0.028562811203300953
2025-12-15T00:00:00.000Z,0,
2025-12-10T00:00:00.000Z,0,0.031150003895163536
2025-12-16T00:00:00.000Z,0,0.028576752170920372
2025-12-17T00:00:00.000Z,0,0.028477630577981472
2025-12-12T00:00:00.000Z,0,0.029631249606609344
2025-12-13T00:00:00.000Z,0,
2025-12-11T00:00:00.000Z,0,
2025-12-14T00:00:00.000Z,0,
2026-05-21T00:00:00.000Z,0,0.029967814683914185
2026-05-19T00:00:00.000Z,0,0.029428623616695404
2026-05-23T00:00:00.000Z,0,0.033773813396692276
2026-05-25T00:00:00.000Z,0,0.03159770369529724
2026-05-26T00:00:00.000Z,0,0.02647959068417549
2026-05-20T00:00:00.000Z,0,0.031094839796423912
2026-05-22T00:00:00.000Z,0,0.03450392000377178
2026-05-24T00:00:00.000Z,0,0.02504803705960512
2025-09-08T00:00:00.000Z,0,0.03188958764076233
2025-09-10T00:00:00.000Z,0,0.02520420029759407
2025-09-12T00:00:00.000Z,0,0.028813193552196026
2025-09-11T00:00:00.000Z,0,0.026277324184775352
2025-09-06T00:00:00.000Z,0,0.03418043628334999
2025-09-07T00:00:00.000Z,0,
2025-09-09T00:00:00.000Z,0,0.032499685883522034
2025-09-05T00:00:00.000Z,0,0.03430390544235706
