dfa,higuchi_fractal_dimension,hurst_exponent,maximum_fractal_length,mse,petrosian_fractal_dimension
0.9723559357489449,1.8735624449677597,0.7981706123993543,-2.573359169331888,1.1939970092658725,1.0215601941229049
