fundamental_frequency,human_range_energy,lpcc,max_frequency,max_power_spectrum,median_frequency,mfcc,power_bandwidth,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var
0.0027397260273972,0.0,0.706600992896921,0.4410958904109589,99.9556828240614,0.0657534246575342,24.6456783755762,0.2547945205479452,0.127316575651994,-2.354266879004438,-1.7393034304662225,0.6641111859070864,2.7115260702343345,59.0,0.4410958904109589,0.0,0.988379544464077,-0.0318259326732416,0.1485713075624982,0.3042813466561898,1.459984957373722e-10,2.2133015255978392e-06,1.7028816760244897e-05,2.132024497881046,1.6862634291829887e-05,3.1477220126763745e-10
