date,O3,CO,NO2,SO2
2025-11-01,0.1151819914579391,0.030497101445992787,3.578859226157268e-05,-4.532142076641321e-05
2026-01-01,0.1147628846267859,0.027022317051887512,--,--
2025-12-29,0.1140747221807638,0.026724596818288166,3.5780229760954775e-05,1.2111574289433303e-05
2026-01-02,0.1099345266819,0.029038968540373303,2.5978357630914877e-05,-4.3074989662272856e-05
2025-12-28,0.1139528535306453,0.025408374411719187,3.247261176713639e-05,1.4045173251677467e-05
2025-12-30,0.1144670225679874,0.030021193126837414,2.0878433133475482e-05,0.00018332512117922307
2025-12-31,0.1135211333632469,--,--,--
2025-12-26,0.1147666988273461,--,2.9453592262519844e-05,-4.142438410781324e-06
2025-12-27,0.1138954336444536,--,2.761703459934021e-05,-9.826808236539364e-05
2026-02-03,0.1140505683918794,0.028826117515563965,1.7421045099738344e-05,2.3102331585411367e-05
2026-02-01,0.1146735673149426,0.028610682913235257,--,-2.943519393738825e-05
2026-01-31,0.1145756028592586,0.03185111085573832,2.1760394845746067e-05,9.639691727768098e-06
2026-01-28,0.1154577640195687,--,--,--
2026-01-29,0.1129176494975884,0.033218275933038624,--,--
2026-02-02,0.1131233240167299,0.031853641072909035,2.689962821023073e-05,8.455670904368162e-05
2026-01-27,0.1129228889942169,--,--,--
2026-01-30,0.1150230713188648,0.03194442391395569,1.7896115120189886e-05,3.473519505600312e-05
2026-04-21,0.1163801963130633,0.03015344010459052,3.6508022458292547e-05,0.00038963549125653046
2026-04-20,0.118875287224849,0.0329921821753184,5.190500523895025e-05,0.00031023547053337096
2026-04-19,0.1186034699281056,0.02987569570541382,3.344452125020325e-05,8.036221940225611e-06
2026-04-22,0.1160738045970598,--,--,--
2026-04-18,0.1172402371962865,0.028240674734115602,4.436370606223742e-05,0.0001326322089880705
2026-04-17,0.1162672909597555,0.028771100441614787,--,0.00043212024208444817
2026-04-24,0.1174961681167284,0.030219570795694987,2.786746231972107e-05,0.00010293888238569101
2026-04-23,0.1152590873340765,0.032790778080622356,2.6693419689157356e-05,0.0003106397343799472
2026-05-15,0.1163661248981952,0.026857284704844157,3.90469625320596e-05,0.0006938676815479994
2026-05-17,0.1159009044369061,0.02467076933902243,2.7564208721742034e-05,0.00014837891794741153
2026-05-11,0.1155702928702036,0.02728405793507894,3.4153434292723735e-05,0.00019468766016264756
2026-05-16,0.1167106665670871,0.02744916932923453,4.6066387935921e-05,8.471849663504239e-05
