date,O3,CO,NO2,SO2
2026-05-18,0.1166799694299697,0.02883904576301575,3.0350476865553195e-05,0.0002968983192528997
2026-05-12,0.1140762448310852,0.027982646226882936,3.822642368807768e-05,0.00011805422448863586
2026-05-14,0.113067053258419,--,--,0.00025111106224358083
2026-05-13,0.1146618987123171,0.03010712776865278,2.4182673466081422e-05,0.0004782067396892951
2026-06-22,0.1177805006504058,0.03129123648007711,3.329744746830935e-05,5.1809059056852546e-05
2026-06-26,0.1143306312461694,0.029143468538920084,3.300376556580886e-05,0.0005480130203068256
2026-06-20,0.1179997858901818,0.03368041345051357,3.8023844050864376e-05,0.000583274611111345
2026-06-21,0.1194644848505655,0.031198741992314656,3.8214514987837324e-05,0.00015547868007650742
2026-06-27,0.1120401844382286,0.02807882785797119,3.294415572392089e-05,2.7433785502440653e-05
2026-06-24,0.1152142604192098,0.030056299765904744,3.150358194640527e-05,7.587378085763366e-05
2026-06-25,0.1163951801757017,0.02743691426736337,3.5447252836699285e-05,4.7185200466109177e-05
2025-09-25,0.1133029341697692,0.03077484028679984,3.688006351391474e-05,0.00027877089257041614
2025-09-27,0.1169138121108214,0.03441913922627767,4.6713572616378465e-05,-4.001821313674251e-06
2025-09-23,0.1134657812615235,0.03538626432418823,3.601574183752139e-05,0.0004742552526295185
2025-09-24,0.1132307723164558,0.03720945914586385,4.567434722236518e-05,9.920247348731961e-05
2025-09-21,0.1134941555559635,0.030214381217956544,3.408465757577991e-05,4.573911913515379e-05
2025-09-22,0.1144281407197316,0.03358421723047892,4.3226526274035373e-05,0.00035388752197225887
2025-09-28,0.1170669580499331,0.029002559185028077,2.2537994664162397e-05,7.484369756033023e-05
2025-09-26,0.1138770525654157,0.029575767119725545,2.4186729206121527e-05,8.298790115596992e-05
2026-05-21,0.116201967994372,0.02843518058458964,2.575504455577444e-05,0.000107176648452878
2026-05-19,0.114735872298479,0.02812825838724772,--,3.517533574874202e-05
2026-05-23,0.1181068102518717,0.031080192327499388,3.466006536554131e-05,0.0007797578492989907
2026-05-25,0.1168427305916945,0.031112446387608846,3.429275602684356e-05,-9.254947459946076e-05
2026-05-26,0.1161539249122142,0.02915206750233968,3.119326374005704e-05,2.2239175935586295e-05
2026-05-20,0.1165204167366027,0.030475314458211264,4.231407365296036e-05,4.988079724301185e-05
2026-05-22,0.1153318541745344,0.03173952853238141,--,0.0005729122087359429
2026-05-24,0.1174134008586406,0.02798855781555176,2.3438062635250388e-05,0.00025809632747301033
