abs_energy,average_power,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,hist_mode,interq_range,kurtosis,mean_abs_deviation,median_abs_deviation,pk_pk_distance,rms,skewness
4.109566595122272e-07,1.1290018118467776e-09,6.352525815600529e-05,3.1568492509841565e-05,3.142059199490177e-05,5.535265700018499e-06,1.1372727766633631e-05,1.2933893685395955e-10,0.0150684931506849,3.10308000734949e-05,182.5,30074.318963404032,1.0000000000000002,3.742976155081123e-05,1.6806285657366974e-05,-0.485402129541252,9.41346713606033e-06,8.366829498689701e-06,5.79899924559868e-05,3.355456237529977e-05,0.1724927711711531
