abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
4.1095665951222716e-07,0.01149235688841562,6.0,1.1290018118467778e-09,196.53837102589657,6.352525815600529e-05,3.1568492509841565e-05,3.142059199490177e-05,5.535265700018499e-06,1.1372727766633631e-05,1.2933893685395957e-10,0.9723559357489449,364.00000001310923,0.01506849315068493,3.10308000734949e-05,182.5,30074.318963404032,1.0000000000000002,0.0027397260273972603,1.8735624449677593,3.742976155081123e-05,0.0,0.7981706123993543,1.6806285657366974e-05,-0.48540212954125206,0.16712328767123288,0.706600992896921,0.4410958904109589,99.9556828240614,-2.5733591693318876,9.41346713606033e-06,5.587123214006781e-06,2.382179005947862e-09,8.366829498689701e-06,3.4089498512912508e-06,1.900201217116122e-07,0.06575342465753425,24.6456783755762,1.1939970092658723,60.0,14.0,1.0215601941229049,5.7989992455986794e-05,61.0,0.2547945205479452,3.355456237529977e-05,0.17249277117115314,2.1770137181784047e-08,0.127316575651994,-2.354266879004438,-1.7393034304662223,0.6641111859070864,2.7115260702343345,59.0,0.4410958904109589,0.0,0.988379544464077,-0.031825932673241644,0.14857130756249823,0.3042813466561898,1.459984957373722e-10,0.0020337128498984685,2.2133015255978392e-06,1.7028816760244897e-05,2.132024497881046,1.6862634291829887e-05,3.147722012676375e-10,0.0
